ReturnID,OrderID,ReturnDate,Reason
3189,29619,26-09-2024,Wrong Item
3190,21790,14-04-2025,Damaged
3191,147306,05-07-2025,Damaged
3192,43115,24-05-2025,Wrong Item
3193,196077,24-02-2025,No Reason
3194,92508,12-08-2025,No Reason
3195,87877,20-09-2024,Late Delivery
3196,119973,11-11-2024,Late Delivery
3197,8914,28-06-2025,
3198,168026,16-06-2025,
3199,75102,08-10-2024,Damaged
3200,52051,14-07-2025,No Reason
3201,140346,02-08-2025,Damaged
3202,86134,30-07-2025,Damaged
3203,160015,14-05-2025,No Reason
3204,166348,18-03-2025,Damaged
3205,119420,29-03-2025,Wrong Item
3206,49520,27-04-2025,Damaged
3207,20021,19-07-2025,Wrong Item
3208,72730,19-04-2025,Late Delivery
3209,158625,24-06-2025,Damaged
3210,84804,21-07-2025,No Reason
3212,32263,22-07-2025,Wrong Item
3213,179613,18-02-2025,No Reason
3214,34791,26-09-2024,No Reason
3215,149945,11-12-2024,Wrong Item
3216,33355,12-02-2025,Wrong Item
3217,80151,,No Reason
3218,21937,28-09-2024,Wrong Item
3219,175286,14-01-2025,Wrong Item
3220,175347,07-10-2024,Wrong Item
3221,172765,10-05-2025,Damaged
3222,149805,30-04-2025,Late Delivery
3223,126723,18-01-2025,Damaged
3224,103234,15-06-2025,No Reason
3225,48651,27-12-2024,Late Delivery
3226,121933,11-09-2024,Late Delivery
3227,56430,18-03-2025,
3228,131087,30-09-2024,No Reason
3229,17149,28-06-2025,Late Delivery
3230,85217,17-06-2025,No Reason
3231,141081,20-10-2024,
3232,140575,16-12-2024,
3233,140851,24-07-2025,No Reason
3234,195093,12-02-2025,Damaged
3235,94515,21-11-2024,No Reason
3236,76646,27-02-2025,No Reason
3237,60664,25-09-2024,No Reason
3238,43693,17-07-2025,No Reason
3239,50773,21-02-2025,Damaged
3240,14533,09-07-2025,Damaged
3241,109976,28-03-2025,No Reason
3242,21201,26-11-2024,Wrong Item
3243,93433,21-06-2025,Damaged
3244,21106,31-12-2024,Wrong Item
3245,100366,20-03-2025,Damaged
3246,30622,07-11-2024,Wrong Item
3247,66341,21-12-2024,Wrong Item
3248,151123,25-03-2025,Late Delivery
3249,93608,12-07-2025,Wrong Item
3250,169487,10-06-2025,Late Delivery
3251,54941,,No Reason
3252,70461,17-11-2024,
3253,98556,29-04-2025,Late Delivery
3254,186330,28-10-2024,
3255,25263,13-11-2024,No Reason
3256,32977,25-04-2025,
3257,33582,24-11-2024,Wrong Item
3258,170480,29-10-2024,Late Delivery
3259,7766,25-01-2025,Wrong Item
3260,4132,13-02-2025,Late Delivery
3261,153266,28-10-2024,No Reason
3262,174949,15-03-2025,Late Delivery
3263,72613,,Damaged
3264,287,,Damaged
3265,23679,23-07-2025,Damaged
3266,119260,02-08-2025,Damaged
3267,91298,08-09-2024,Damaged
3268,1398,19-06-2025,No Reason
3269,139993,04-04-2025,Wrong Item
3270,198521,24-02-2025,Damaged
3271,71111,13-05-2025,Damaged
3272,98331,19-09-2024,Damaged
3273,144428,17-01-2025,Damaged
3274,124498,21-11-2024,Damaged
3275,125489,24-11-2024,Wrong Item
3276,197136,01-10-2024,No Reason
3277,99466,09-07-2025,Wrong Item
3278,112578,31-12-2024,Late Delivery
3279,16764,20-06-2025,Wrong Item
3280,44722,18-10-2024,Wrong Item
3281,154178,24-12-2024,Late Delivery
3282,45803,10-06-2025,No Reason
3283,94419,10-05-2025,No Reason
3284,28605,30-06-2025,Damaged
3285,62855,07-05-2025,Damaged
3286,24175,09-03-2025,No Reason
3287,92560,15-09-2024,Late Delivery
3288,14164,09-06-2025,
3289,187863,29-10-2024,Wrong Item
3290,99481,11-03-2025,No Reason
3291,85250,19-10-2024,Late Delivery
3292,172085,13-06-2025,Late Delivery
3293,3116,24-12-2024,Damaged
3294,20750,09-09-2024,
3295,159262,02-04-2025,Late Delivery
3296,143411,18-05-2025,Late Delivery
3297,72059,24-02-2025,Damaged
3298,199910,18-04-2025,No Reason
3299,19699,11-01-2025,Damaged
3300,2202,09-10-2024,No Reason
3301,122685,18-08-2025,Late Delivery
3302,125794,06-01-2025,Late Delivery
3303,162121,24-07-2025,No Reason
3304,188724,05-04-2025,Late Delivery
3305,134578,21-06-2025,Damaged
3306,32480,,Wrong Item
3307,109687,21-01-2025,Late Delivery
3308,43834,07-07-2025,
3309,101489,05-08-2025,Damaged
3310,185022,23-10-2024,No Reason
3311,138734,01-09-2024,Late Delivery
3312,187354,25-06-2025,Late Delivery
3313,8677,02-07-2025,Wrong Item
3314,99131,26-02-2025,Late Delivery
3315,117068,15-09-2024,No Reason
3316,129553,21-05-2025,No Reason
3318,195393,15-06-2025,Late Delivery
3319,68714,24-03-2025,Wrong Item
3320,19781,27-05-2025,No Reason
3321,194695,22-09-2024,No Reason
3322,149602,26-11-2024,
3323,41606,11-08-2025,Damaged
3324,175192,14-01-2025,Damaged
3325,177055,16-03-2025,Damaged
3326,725,28-02-2025,Wrong Item
3327,2223,,No Reason
3328,100490,15-04-2025,Wrong Item
3329,102082,,Late Delivery
3330,118610,05-04-2025,No Reason
3331,125538,10-12-2024,Damaged
3332,111256,04-01-2025,Wrong Item
3333,154878,21-08-2025,Wrong Item
3334,7103,14-10-2024,Late Delivery
3335,98822,,Late Delivery
3336,90767,23-03-2025,No Reason
3337,54561,27-02-2025,Damaged
3338,64813,09-10-2024,Late Delivery
3339,34950,18-09-2024,No Reason
3340,113831,17-03-2025,Wrong Item
3341,165527,03-05-2025,Damaged
3342,165843,11-08-2025,No Reason
3343,86446,10-06-2025,Late Delivery
3344,189835,27-10-2024,Late Delivery
3345,8739,10-10-2024,Damaged
3346,16761,08-04-2025,Wrong Item
3347,113772,16-08-2025,Damaged
3348,142121,,Wrong Item
3349,196619,23-05-2025,Late Delivery
3350,83245,04-07-2025,No Reason
3351,149697,18-10-2024,Late Delivery
3352,129585,14-02-2025,Damaged
3353,113073,15-05-2025,Late Delivery
3354,47118,19-05-2025,Damaged
3355,53542,11-12-2024,Late Delivery
3356,108849,03-07-2025,Late Delivery
3357,169122,03-11-2024,
3358,27787,30-01-2025,Wrong Item
3359,152781,02-06-2025,No Reason
3361,112730,27-05-2025,Wrong Item
3362,146434,30-06-2025,Damaged
3363,94851,12-08-2025,Late Delivery
3364,24850,20-04-2025,Late Delivery
3365,6254,14-12-2024,Wrong Item
3366,63520,21-05-2025,No Reason
3367,96526,08-01-2025,Late Delivery
3368,187094,28-04-2025,Damaged
3369,146829,30-07-2025,No Reason
3370,119735,28-06-2025,Wrong Item
3371,132418,06-04-2025,Wrong Item
3372,13398,29-06-2025,Damaged
3373,49436,12-05-2025,Late Delivery
3374,44712,01-06-2025,Wrong Item
3375,124785,24-04-2025,Late Delivery
3376,62344,30-08-2024,Late Delivery
3377,11699,21-11-2024,Damaged
3378,144924,,Wrong Item
3379,31564,12-05-2025,Damaged
3380,116246,26-05-2025,Damaged
3381,116105,11-12-2024,
3382,166982,11-08-2025,Damaged
3383,157154,19-01-2025,Late Delivery
3384,44878,01-06-2025,Wrong Item
3385,95769,03-02-2025,Wrong Item
3387,175315,15-07-2025,Late Delivery
3388,44114,16-01-2025,Wrong Item
3389,167269,11-01-2025,Damaged
3390,196943,04-08-2025,No Reason
3391,22782,27-09-2024,No Reason
3392,79832,20-11-2024,Wrong Item
3393,103408,29-12-2024,Wrong Item
3394,11995,10-10-2024,Late Delivery
3395,53825,19-06-2025,Late Delivery
3396,68141,31-12-2024,Wrong Item
3397,26976,20-09-2024,Damaged
3398,24320,12-06-2025,Late Delivery
3399,57443,06-06-2025,No Reason
3400,80840,24-03-2025,Wrong Item
3401,17727,16-01-2025,Wrong Item
3402,137507,01-02-2025,Wrong Item
3403,131033,15-04-2025,Wrong Item
3404,25835,,Wrong Item
3405,179064,28-08-2024,Wrong Item
3406,116563,02-03-2025,Damaged
3407,20619,08-11-2024,Late Delivery
3408,110041,10-10-2024,Late Delivery
3409,183969,25-09-2024,No Reason
3410,153987,18-08-2025,Wrong Item
3411,114366,08-05-2025,No Reason
3412,161479,15-10-2024,Late Delivery
3413,145396,29-09-2024,No Reason
3414,168263,22-09-2024,Wrong Item
3415,154599,19-01-2025,Damaged
3416,171038,01-02-2025,
3417,33359,22-10-2024,Late Delivery
3418,164390,29-04-2025,Late Delivery
3419,83147,19-07-2025,Late Delivery
3420,128477,,Late Delivery
3421,145024,23-10-2024,Wrong Item
3422,127616,26-05-2025,Wrong Item
3423,162719,17-05-2025,Damaged
3424,145167,21-02-2025,Late Delivery
3425,99351,10-06-2025,No Reason
3426,181036,31-10-2024,Damaged
3427,148052,07-02-2025,No Reason
3428,77955,09-10-2024,Late Delivery
3429,145126,03-06-2025,No Reason
3430,146003,04-05-2025,No Reason
3431,70614,20-08-2025,Late Delivery
3432,62705,16-10-2024,
3433,151855,02-09-2024,Late Delivery
3434,25317,26-04-2025,No Reason
3435,91727,,Late Delivery
3436,90950,27-12-2024,Wrong Item
3438,40796,21-03-2025,Damaged
3439,10232,11-09-2024,Late Delivery
3440,154904,09-07-2025,Late Delivery
3441,77714,04-06-2025,No Reason
3442,109223,05-02-2025,Damaged
3443,108513,07-08-2025,Damaged
3444,20361,29-10-2024,Late Delivery
3445,38761,18-10-2024,Wrong Item
3446,159883,14-01-2025,Damaged
3447,199972,15-08-2025,No Reason
3448,181344,19-05-2025,Wrong Item
3449,65158,26-06-2025,Late Delivery
3450,187414,18-09-2024,No Reason
3451,148239,31-05-2025,Damaged
3452,44578,15-12-2024,
3453,131768,05-12-2024,
3454,193892,10-01-2025,No Reason
3455,81640,28-12-2024,Wrong Item
3456,49911,06-06-2025,Wrong Item
3457,185344,10-08-2025,Wrong Item
3458,155298,03-05-2025,No Reason
3459,39988,07-11-2024,Damaged
3460,88773,10-09-2024,
3461,169181,13-01-2025,Wrong Item
3462,130313,24-05-2025,No Reason
3463,180927,16-03-2025,Late Delivery
3464,155336,,Damaged
3465,172935,05-04-2025,Late Delivery
3466,175822,12-09-2024,Late Delivery
3467,188628,24-04-2025,Wrong Item
3468,163344,28-09-2024,No Reason
3469,63925,13-05-2025,Late Delivery
3470,90757,,Late Delivery
3471,18031,29-11-2024,
3472,154352,15-05-2025,No Reason
3473,187214,06-04-2025,No Reason
3474,194093,29-10-2024,Late Delivery
3475,175317,,Damaged
3476,142968,05-06-2025,No Reason
3477,154913,17-07-2025,Late Delivery
3478,90272,19-07-2025,No Reason
3479,147746,05-10-2024,Wrong Item
3480,132957,13-08-2025,Wrong Item
3481,64590,22-01-2025,No Reason
3482,46077,11-05-2025,Late Delivery
3483,76203,18-06-2025,Damaged
3484,143481,19-02-2025,Wrong Item
3485,126526,26-06-2025,Damaged
3486,80123,07-12-2024,No Reason
3487,147922,05-04-2025,Late Delivery
3488,9507,05-12-2024,No Reason
3489,2145,07-12-2024,Wrong Item
3490,136256,,Late Delivery
3491,16546,06-06-2025,Damaged
3492,182433,11-12-2024,Damaged
3493,79063,15-01-2025,Wrong Item
3494,27965,09-09-2024,Wrong Item
3495,115467,02-11-2024,No Reason
3496,62044,22-12-2024,Damaged
3497,72239,09-11-2024,Late Delivery
3498,99049,07-12-2024,No Reason
3499,4336,11-07-2025,Wrong Item
3500,153173,01-03-2025,Wrong Item
3501,103683,28-05-2025,Damaged
3502,65312,03-08-2025,Late Delivery
3503,83500,30-12-2024,No Reason
3504,18221,23-07-2025,Wrong Item
3505,24494,16-11-2024,Damaged
3506,100998,09-06-2025,Damaged
3507,140909,09-04-2025,Late Delivery
3508,21955,12-02-2025,Late Delivery
3509,195856,10-12-2024,Damaged
3510,134412,27-10-2024,Damaged
3511,57122,09-02-2025,No Reason
3512,101771,19-02-2025,Damaged
3513,39320,29-08-2024,
3514,49711,17-06-2025,Late Delivery
3515,145899,22-08-2025,
3516,73211,30-12-2024,Damaged
3517,50598,08-07-2025,No Reason
3518,123836,21-07-2025,
3519,32438,24-04-2025,Late Delivery
3520,15114,03-05-2025,Late Delivery
3521,85831,27-06-2025,
3522,135510,06-12-2024,Wrong Item
3523,63307,17-01-2025,Damaged
3524,92886,01-10-2024,Wrong Item
3525,94596,26-12-2024,Late Delivery
3526,16848,29-07-2025,Damaged
3527,145913,01-07-2025,Damaged
3528,88609,19-10-2024,
3529,76085,21-03-2025,Damaged
3530,76611,08-09-2024,No Reason
3531,37861,18-07-2025,Wrong Item
3532,86784,24-06-2025,No Reason
3533,73199,10-07-2025,Wrong Item
3534,49923,26-11-2024,Late Delivery
3535,6743,22-08-2025,No Reason
3536,173897,17-01-2025,No Reason
3537,84751,05-08-2025,Damaged
3538,43104,30-05-2025,Late Delivery
3539,117526,07-12-2024,Damaged
3540,99238,12-06-2025,Damaged
3541,162920,07-09-2024,No Reason
3542,37816,19-05-2025,No Reason
3543,107324,25-12-2024,Late Delivery
3544,5009,29-06-2025,Late Delivery
3546,107249,24-03-2025,Late Delivery
3547,106618,03-04-2025,Damaged
3548,29679,04-02-2025,Late Delivery
3549,158636,10-10-2024,Late Delivery
3550,2043,30-09-2024,No Reason
3551,82251,19-01-2025,Late Delivery
3552,104323,31-10-2024,Late Delivery
3553,70939,06-07-2025,Wrong Item
3554,9910,27-05-2025,Late Delivery
3555,43649,03-08-2025,Wrong Item
3556,137409,26-08-2025,Damaged
3557,38012,24-04-2025,Damaged
3558,16063,08-12-2024,Wrong Item
3559,97942,31-07-2025,Damaged
3560,69267,15-02-2025,Damaged
3561,192701,02-09-2024,Late Delivery
3562,198409,09-03-2025,Damaged
3563,6753,25-04-2025,Late Delivery
3564,5615,10-08-2025,Damaged
3565,148887,30-12-2024,No Reason
3566,118583,27-10-2024,Wrong Item
3567,158269,17-09-2024,Wrong Item
3568,9093,,Wrong Item
3569,105606,08-01-2025,Damaged
3570,71432,26-06-2025,Late Delivery
3571,124140,04-02-2025,Late Delivery
3572,78196,31-03-2025,Damaged
3573,145418,02-05-2025,Wrong Item
3574,183095,11-09-2024,Wrong Item
3575,153298,17-12-2024,Late Delivery
3577,138934,20-03-2025,Wrong Item
3578,150055,24-05-2025,No Reason
3579,41880,16-11-2024,Late Delivery
3580,146246,10-08-2025,Wrong Item
3581,17051,06-10-2024,No Reason
3582,156544,18-10-2024,Wrong Item
3583,106460,23-01-2025,No Reason
3584,71614,02-03-2025,Late Delivery
3585,185533,17-06-2025,Late Delivery
3586,52730,04-01-2025,Late Delivery
3587,148626,03-04-2025,Damaged
3588,68789,22-10-2024,Damaged
3589,145755,02-12-2024,No Reason
3590,100702,02-09-2024,Damaged
3591,58738,10-12-2024,Damaged
3592,119682,04-06-2025,No Reason
3593,27464,27-03-2025,Late Delivery
3594,129270,30-12-2024,Late Delivery
3595,48886,03-01-2025,No Reason
3596,64362,07-03-2025,Wrong Item
3597,86735,28-01-2025,Late Delivery
3598,73673,14-01-2025,Wrong Item
3599,161954,27-08-2025,
3600,145463,16-12-2024,Wrong Item
3601,165455,01-04-2025,No Reason
3602,94063,20-01-2025,Late Delivery
3603,19872,08-06-2025,Late Delivery
3604,18131,14-06-2025,Damaged
3605,124935,05-06-2025,Damaged
3606,115599,04-06-2025,Wrong Item
3607,67767,20-03-2025,Wrong Item
3608,155265,23-08-2025,No Reason
3609,96487,14-02-2025,Damaged
3610,161560,,
3611,65571,19-02-2025,Damaged
3612,12936,14-03-2025,
3613,123711,04-08-2025,No Reason
3614,38142,05-04-2025,No Reason
3615,141879,,Wrong Item
3616,40758,12-08-2025,Wrong Item
3617,39918,,Damaged
3618,101429,01-07-2025,No Reason
3619,166965,13-05-2025,
3620,175891,24-10-2024,Wrong Item
3621,46133,17-11-2024,Wrong Item
3622,16694,28-04-2025,Damaged
3623,176324,29-10-2024,No Reason
3624,130484,06-06-2025,No Reason
3625,138230,23-07-2025,Late Delivery
3626,10917,10-03-2025,Wrong Item
3627,161605,09-03-2025,No Reason
3628,132062,05-11-2024,No Reason
3629,19125,24-04-2025,Wrong Item
3630,141895,03-06-2025,Wrong Item
3631,75237,20-07-2025,Late Delivery
3632,19674,16-12-2024,Late Delivery
3633,56735,18-03-2025,
3634,111476,19-11-2024,
3635,54954,17-05-2025,Damaged
3636,171598,11-05-2025,Late Delivery
3637,89308,18-09-2024,Late Delivery
3638,31819,28-11-2024,Wrong Item
3639,141020,29-12-2024,Late Delivery
3640,70725,08-09-2024,Wrong Item
3641,116623,,Late Delivery
3642,180309,27-11-2024,Damaged
3643,33096,22-09-2024,
3644,196109,03-04-2025,Damaged
3645,80094,,Late Delivery
3646,175954,17-08-2025,Wrong Item
3647,101348,01-09-2024,Wrong Item
3648,95216,16-12-2024,Late Delivery
3649,21930,06-02-2025,Wrong Item
3650,181191,12-07-2025,Late Delivery
3651,154602,08-09-2024,Damaged
3652,130404,09-09-2024,No Reason
3653,16854,15-06-2025,
3654,56169,27-11-2024,No Reason
3655,49855,12-08-2025,
3656,102329,23-08-2025,Wrong Item
3657,174345,21-01-2025,Wrong Item
3658,128393,03-08-2025,Late Delivery
3659,181382,19-02-2025,
3660,40819,09-11-2024,Wrong Item
3661,154695,05-12-2024,Wrong Item
3662,101648,13-04-2025,No Reason
3663,43533,21-06-2025,Wrong Item
3664,97278,21-03-2025,Wrong Item
3665,49300,20-01-2025,
3666,140274,11-12-2024,Late Delivery
3667,69830,15-02-2025,Wrong Item
3668,61692,18-04-2025,Damaged
3669,19063,05-04-2025,Wrong Item
3670,61634,31-07-2025,No Reason
3671,138435,19-08-2025,Wrong Item
3672,51948,16-09-2024,No Reason
3673,197770,12-11-2024,No Reason
3674,176524,13-05-2025,Late Delivery
3675,46216,13-03-2025,No Reason
3676,49261,27-09-2024,No Reason
3677,123365,18-04-2025,Late Delivery
3678,26575,29-06-2025,Damaged
3679,103093,18-06-2025,Late Delivery
3680,123119,31-05-2025,Damaged
3681,144022,07-09-2024,No Reason
3682,164737,04-03-2025,Wrong Item
3683,29312,14-04-2025,Damaged
3684,33805,21-07-2025,No Reason
3685,110439,19-06-2025,Late Delivery
3686,31541,09-05-2025,Damaged
3687,191470,18-07-2025,No Reason
3688,165714,11-07-2025,Late Delivery
3689,36587,13-08-2025,Wrong Item
3690,10583,25-11-2024,Late Delivery
3691,101337,10-04-2025,Damaged
3692,171179,12-05-2025,Damaged
3693,90476,10-06-2025,Wrong Item
3694,117113,15-04-2025,
3695,37113,03-02-2025,No Reason
3696,186516,21-01-2025,Late Delivery
3697,121605,23-07-2025,Wrong Item
3698,32917,26-01-2025,Damaged
3699,172880,,
3700,80378,18-05-2025,
3701,188604,19-06-2025,Damaged
3702,84768,31-07-2025,No Reason
3703,162297,09-12-2024,
3704,71950,,Damaged
3705,161157,21-04-2025,Wrong Item
3706,165413,17-06-2025,No Reason
3707,131223,26-10-2024,No Reason
3708,199325,23-08-2025,Wrong Item
3709,55080,27-03-2025,Wrong Item
3710,148638,20-12-2024,Late Delivery
3711,54587,31-10-2024,Damaged
3712,112482,25-12-2024,Damaged
3713,23302,10-01-2025,No Reason
3714,161995,28-07-2025,No Reason
3715,112170,22-08-2025,Damaged
3716,136430,20-03-2025,Late Delivery
3717,61604,10-10-2024,Wrong Item
3718,106038,16-11-2024,Wrong Item
3719,160861,25-07-2025,Damaged
3720,163695,15-12-2024,Late Delivery
3721,141550,16-07-2025,
3722,134006,11-11-2024,Damaged
3723,5614,03-09-2024,Damaged
3724,155511,09-07-2025,Damaged
3725,17820,25-12-2024,Damaged
3726,93346,13-11-2024,No Reason
3727,106905,24-11-2024,Damaged
3728,143050,15-07-2025,Wrong Item
3729,132375,23-05-2025,Late Delivery
3730,62994,13-09-2024,Damaged
3731,47897,16-12-2024,No Reason
3732,21617,02-03-2025,Damaged
3733,133487,04-09-2024,Damaged
3734,3755,05-11-2024,Damaged
3735,64982,,
3736,119102,15-07-2025,Late Delivery
3737,41387,25-08-2025,Wrong Item
3738,84981,08-09-2024,Late Delivery
3739,98236,14-09-2024,Late Delivery
3740,43240,10-08-2025,Late Delivery
3741,44528,06-08-2025,No Reason
3742,83244,05-05-2025,No Reason
3743,140526,07-06-2025,Late Delivery
3744,9589,11-02-2025,Late Delivery
3745,18436,28-05-2025,Wrong Item
3746,146463,04-01-2025,No Reason
3747,103798,24-04-2025,Late Delivery
3748,17429,,Late Delivery
3749,126674,18-03-2025,Late Delivery
3750,159683,04-11-2024,Damaged
3751,100219,09-04-2025,No Reason
3752,132314,27-01-2025,No Reason
3753,91416,12-12-2024,Wrong Item
3754,198668,24-07-2025,Wrong Item
3755,79263,22-03-2025,
3756,85657,25-11-2024,No Reason
3757,83381,01-12-2024,Late Delivery
3758,77312,07-08-2025,Late Delivery
3759,67110,29-06-2025,No Reason
3760,69592,17-06-2025,Damaged
3761,133353,26-08-2025,Damaged
3762,195762,24-03-2025,Late Delivery
3763,81323,09-12-2024,Wrong Item
3764,176136,20-07-2025,Damaged
3765,55569,14-06-2025,Damaged
3766,140605,09-02-2025,No Reason
3767,175831,13-04-2025,
3768,181352,01-09-2024,
3769,131335,27-06-2025,No Reason
3770,199760,,Damaged
3771,126957,17-12-2024,No Reason
3772,183792,14-12-2024,Wrong Item
3773,113219,21-12-2024,No Reason
3774,70332,17-09-2024,
3775,145576,30-07-2025,No Reason
3776,67627,15-09-2024,No Reason
3777,113328,01-02-2025,Damaged
3778,34884,10-11-2024,Damaged
3779,182081,09-03-2025,Wrong Item
3780,196581,21-06-2025,Damaged
3781,112882,18-08-2025,Damaged
3782,50177,20-10-2024,Wrong Item
3783,30294,15-02-2025,Late Delivery
3784,108300,19-02-2025,Damaged
3785,92605,24-04-2025,Wrong Item
3786,42406,17-12-2024,No Reason
3787,119748,22-05-2025,Damaged
3788,36318,24-01-2025,Late Delivery
3789,5285,06-10-2024,No Reason
3790,121925,02-08-2025,Wrong Item
3791,197430,11-03-2025,Wrong Item
3792,171398,27-02-2025,Wrong Item
3793,130273,25-11-2024,Wrong Item
3794,15983,21-08-2025,Late Delivery
3795,151940,22-04-2025,Late Delivery
3796,110878,21-11-2024,Late Delivery
3797,54084,28-11-2024,Wrong Item
3798,42140,06-02-2025,No Reason
3799,56758,09-02-2025,No Reason
3800,64729,14-09-2024,Wrong Item
3801,115704,17-05-2025,Damaged
3802,29969,08-11-2024,Late Delivery
3803,19126,,Wrong Item
3804,165580,18-10-2024,Wrong Item
3805,170652,26-11-2024,Late Delivery
3806,113832,02-03-2025,No Reason
3807,67047,11-04-2025,Late Delivery
3808,151401,18-12-2024,Late Delivery
3809,173663,15-05-2025,
3810,139731,11-09-2024,Wrong Item
3812,44349,12-06-2025,Late Delivery
3813,118724,20-06-2025,Late Delivery
3814,90425,29-07-2025,Wrong Item
3815,174898,13-05-2025,Damaged
3816,18254,09-11-2024,
3817,80854,28-01-2025,Wrong Item
3818,110702,04-12-2024,Damaged
3819,77935,06-07-2025,Wrong Item
3820,60353,04-06-2025,Damaged
3821,2876,18-11-2024,Damaged
3822,11235,05-04-2025,Damaged
3823,31060,08-07-2025,Damaged
3824,44858,28-07-2025,Damaged
3825,48272,08-05-2025,Damaged
3826,145053,14-09-2024,No Reason
3827,69712,08-09-2024,Late Delivery
3828,126438,27-11-2024,Wrong Item
3829,40718,,Wrong Item
3830,193331,23-04-2025,
3831,19877,09-03-2025,Late Delivery
3832,34000,28-10-2024,No Reason
3833,13572,02-04-2025,No Reason
3834,103764,06-03-2025,Wrong Item
3835,155830,31-07-2025,Damaged
3836,136870,31-08-2024,Damaged
3837,82449,21-03-2025,Wrong Item
3838,115983,11-02-2025,
3839,59264,10-01-2025,Wrong Item
3840,23976,07-01-2025,Wrong Item
3841,13542,17-01-2025,No Reason
3842,178525,,Wrong Item
3843,7530,14-10-2024,Wrong Item
3844,16921,07-08-2025,Wrong Item
3845,177219,11-12-2024,No Reason
3846,85472,04-07-2025,Damaged
3847,78723,14-03-2025,Wrong Item
3848,45223,16-10-2024,Late Delivery
3849,161852,11-08-2025,Late Delivery
3850,162407,21-10-2024,Late Delivery
3851,12764,26-12-2024,Damaged
3852,116382,27-07-2025,
3853,23807,12-08-2025,
3854,1885,08-07-2025,Damaged
3855,187229,,Damaged
3856,76368,01-03-2025,Late Delivery
3857,2282,14-02-2025,Wrong Item
3858,46348,08-04-2025,No Reason
3859,124308,18-04-2025,No Reason
3860,122960,03-05-2025,Damaged
3861,113262,21-10-2024,
3862,151333,22-10-2024,Wrong Item
3863,29398,31-05-2025,No Reason
3864,71400,23-06-2025,No Reason
3865,58086,15-02-2025,
3866,88949,02-11-2024,Wrong Item
3867,84441,26-08-2025,No Reason
3868,197957,10-11-2024,No Reason
3869,100473,22-04-2025,Wrong Item
3870,199239,25-02-2025,Wrong Item
3871,170099,01-09-2024,Late Delivery
3872,139885,15-11-2024,Wrong Item
3873,21615,30-07-2025,
3874,117845,18-12-2024,Wrong Item
3875,167835,06-02-2025,No Reason
3876,192789,01-04-2025,Damaged
3877,10476,26-10-2024,No Reason
3878,37314,22-12-2024,No Reason
3879,170122,09-09-2024,Late Delivery
3880,73055,23-07-2025,Wrong Item
3881,90247,02-09-2024,Late Delivery
3882,94893,19-06-2025,No Reason
3884,84257,03-07-2025,Late Delivery
3885,88951,08-08-2025,Wrong Item
3886,123382,13-04-2025,Damaged
3887,181997,10-06-2025,Wrong Item
3888,185483,10-08-2025,Wrong Item
3889,58110,30-03-2025,Late Delivery
3890,24772,04-03-2025,No Reason
3891,67191,13-12-2024,No Reason
3892,162588,05-09-2024,No Reason
3893,15733,28-11-2024,Damaged
3894,19374,06-10-2024,Wrong Item
3895,39525,04-07-2025,No Reason
3896,74722,13-07-2025,Damaged
3897,119569,30-06-2025,Wrong Item
3898,162264,31-10-2024,Damaged
3899,26606,02-03-2025,No Reason
3900,173721,23-04-2025,Wrong Item
3901,99431,25-04-2025,No Reason
3902,115202,22-04-2025,Damaged
3903,165296,10-06-2025,Late Delivery
3904,49007,05-07-2025,Wrong Item
3905,107053,01-03-2025,Wrong Item
3906,48586,28-04-2025,Damaged
3907,131039,04-07-2025,Wrong Item
3908,131574,08-12-2024,Damaged
3909,56479,02-12-2024,No Reason
3910,113782,30-03-2025,Damaged
3911,177287,11-06-2025,Damaged
3912,148169,01-10-2024,Wrong Item
3913,142760,21-06-2025,Damaged
3914,183730,07-04-2025,No Reason
3915,134277,15-06-2025,Damaged
3916,19244,30-10-2024,Damaged
3917,50959,31-01-2025,No Reason
3918,184136,25-07-2025,Wrong Item
3919,14338,26-08-2025,
3920,181334,28-09-2024,Damaged
3921,134289,16-11-2024,Late Delivery
3922,156702,04-09-2024,Late Delivery
3923,151082,20-03-2025,No Reason
3924,127639,04-04-2025,
3925,168764,06-12-2024,Late Delivery
3926,16309,04-03-2025,Wrong Item
3927,92549,05-02-2025,Late Delivery
3928,122174,14-10-2024,
3929,195630,17-09-2024,Late Delivery
3930,23476,14-04-2025,Wrong Item
3931,75562,17-01-2025,Damaged
3932,65454,22-10-2024,Wrong Item
3933,32234,15-09-2024,Damaged
3934,26800,01-05-2025,No Reason
3935,17615,11-03-2025,Damaged
3936,21162,01-06-2025,Wrong Item
3937,8240,29-06-2025,Late Delivery
3938,20310,,Damaged
3939,44431,,No Reason
3940,30661,13-04-2025,
3941,185331,08-06-2025,Late Delivery
3942,52650,05-12-2024,Late Delivery
3943,93205,24-09-2024,Damaged
3944,80161,28-05-2025,No Reason
3945,23,07-01-2025,Wrong Item
3946,170535,06-05-2025,Wrong Item
3947,162401,13-06-2025,Wrong Item
3948,177615,,No Reason
3949,7340,21-03-2025,Late Delivery
3950,8412,19-10-2024,Late Delivery
3951,155513,,Late Delivery
3952,32338,21-10-2024,No Reason
3953,101556,09-04-2025,Damaged
3954,31777,28-01-2025,Damaged
3955,116898,20-03-2025,Damaged
3956,199243,02-09-2024,No Reason
3957,194059,28-10-2024,Damaged
3958,93012,,Late Delivery
3959,167832,23-09-2024,Damaged
